row_num,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1129911,2020-04-15 01:58:55,4400011257587661852,"fraud_Boehm, Predovic and Reinger",misc_pos,747.9,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,5a2d0394d030cb2c1a494fc7ca190fb3,1365991135,41.006696000000005,-99.648324,1
942870,2020-01-11 23:09:43,6011149206456997,fraud_Doyle Ltd,grocery_pos,311.18,Jeffrey,White,M,8617 Holmes Terrace Suite 651,Tuscarora,MD,21790,39.2667,-77.5101,100,"Production assistant, television",1979-12-11,d1dd7e1e5972e7997b2d6a24880f484e,1357945783,38.279698,-78.094712,1
250930,2020-09-21 03:57:45,4170689372027579,fraud_Bradtke PLC,grocery_pos,307.55,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,6b072e30250b531adc59f520ec822fc8,1379735865,36.167553000000005,-97.682358,1
955067,2020-01-18 23:11:11,4698163635895795,fraud_Pacocha-Weissnat,kids_pets,21.84,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",1989-08-16,488894a1af598ab405091290ac818a4c,1358550671,40.187125,-119.525971,1
149873,2019-03-22 01:54:09,4076173495454,fraud_Kiehn-Emmerich,grocery_pos,282.17,Bradley,Adkins,M,362 Brown Wall,Kaktovik,AK,99747,66.6933,-153.994,239,Careers information officer,1996-04-01,3c3bfe66afe26ccab50282f17f15a9b0,1332381249,67.397018,-154.118108,1
227502,2019-04-25 05:34:07,378278619832195,fraud_Koss and Sons,gas_transport,14.01,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,5ddbdcbf25ded290b2ce19d9739df656,1335332047,44.544897,-122.40676100000002,1
1268558,2020-06-10 23:38:52,3549202406645667,"fraud_Ruecker, Beer and Collier",shopping_net,893.85,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,effc2a4c4d04ffdeac75e2cc7114992d,1370907532,43.251062,-69.557614,1
95740,2019-02-25 23:23:30,4593569795412,"fraud_Champlin, Rolfson and Connelly",travel,9.15,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,1996-04-04,bec725bb7d909d073d0ae9547a3d0b2c,1330212210,40.972924,-97.091445,1
1216124,2020-05-24 03:28:09,3553629419254918,fraud_Corwin-Collins,gas_transport,49.54,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,40dd03dec9f2de7c03e1dc4fc69fdb08,1369366089,49.250907,-121.793717,0
104688,2019-03-02 05:44:53,6524376634971418,fraud_Friesen-Stamm,gas_transport,56.66,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,12bd9affe594f5dc3e4b972d1da4292e,1330667093,33.366181,-86.742024,0
494760,2019-08-04 00:10:25,4342532437704183,fraud_Koelpin and Sons,misc_net,996.09,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,2ca4744ec5e29647653951428a098662,1344039025,43.067486,-76.810441,1
765118,2019-11-23 23:13:29,347612609554823,fraud_Klocko LLC,misc_net,719.57,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,1995-12-28,8a3edc1753e129b6fb0e38d4f3bec697,1353712409,45.655154,-69.370971,1
603698,2019-09-13 23:37:27,374238209524200,fraud_Auer-Mosciski,grocery_pos,280.32,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,1942-04-03,27176324f57d57622c2a8ebca8dceca0,1347579447,44.51058,-120.248147,1
403272,2020-11-26 23:24:11,3587044315915002,fraud_Bashirian Group,shopping_net,969.37,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,bf09dbc5f323413f0b639a9f2e988c45,1385508251,34.890668,-89.089689,1
133846,2019-03-14 22:43:46,4911818930706644725,fraud_Kassulke PLC,shopping_net,951.95,Jeremy,Chavez,M,01770 Kevin Lodge Suite 190,Mesa,AZ,85201,33.4317,-111.8469,478404,Landscape architect,1940-11-08,e81747409fb7b5e738c457e2654d3d5f,1331765026,33.983715999999994,-112.23348,1
1026902,2020-03-01 19:13:11,4646845581490336108,fraud_Metz-Boehm,shopping_pos,35.36,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,824ea21a6388a26a765f1de653792521,1362165191,40.228503,-73.90785699999999,0
51276,2019-01-30 23:36:15,3550554389581384,fraud_Jast Ltd,shopping_net,1024.66,Ryan,Foster,M,03921 Cole Mission Suite 882,Hampton,FL,32044,29.8575,-82.1483,2060,Oncologist,1983-11-10,c556fca6492f12abd1102464387f2f1a,1327966575,29.30413,-81.536677,1
337590,2020-10-28 16:33:40,6011148190095209,fraud_Daugherty LLC,kids_pets,93.57,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,89ef5991f0ab4396ca284705e13e3c68,1382978020,37.571265,-121.630629,0
1266764,2020-06-10 00:20:47,3549202406645667,fraud_Kutch-Hegmann,grocery_net,12.66,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,1933-04-02,92a14e58d316edfcd105a98e593286fe,1370823647,44.503495,-71.290786,1
1017288,2020-02-23 23:56:43,3514865930894695,fraud_Gleason-Macejkovic,shopping_net,1070.81,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,0fd111e272a08f0ed8fb25a10ed9a466,1361663803,33.894878000000006,-105.188331,1
806126,2019-12-05 23:25:51,3554421171166228,fraud_Larson-Moen,entertainment,337.24,Phyllis,Powell,F,64965 Morris Hollow Suite 323,Pleasant Hill,MO,64080,38.7859,-94.244,12866,Information officer,1946-05-28,f07f0450b452ae98ef18a7bf449a458a,1354749951,37.813194,-94.521518,1
58731,2020-07-11 23:37:59,675961917837,"fraud_Schmeler, Bashirian and Price",shopping_net,953.63,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,68438,40.6267,-96.7456,142,Chiropodist,1967-08-24,49329802eaf46732881a7c863e053f94,1373585879,39.819651,-96.024907,1
681331,2019-10-17 22:20:41,502049568400,fraud_Miller-Harris,misc_net,720.89,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,a5be84fe2a0277f9f4f0ffb4dcf247ec,1350512441,42.292161,-71.90294899999999,1
435973,2020-12-05 23:15:29,630423337322,fraud_Homenick LLC,personal_care,21.69,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,92a79a77bd1107bb1ee9a4740fd8d73d,1386285329,49.161488,-119.109765,1
468152,2020-12-13 00:42:56,4423489490781412,fraud_Kutch and Sons,grocery_pos,320.05,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,5dfe356b73f6ac0f7878d830180c7e9e,1386895376,41.423061,-89.880625,1
120111,2019-03-09 00:41:44,343472729187663,fraud_Deckow-O'Conner,grocery_pos,332.13,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,815fa3a7228e353f3b82b28f500c4e6c,1331253704,43.761124,-71.94488299999999,1
936808,2020-01-07 22:48:45,676248282243,fraud_Spencer-Runolfsson,misc_pos,9.79,Amanda,Wheeler,F,329 Emily Cape,Cape Coral,FL,33909,26.6939,-81.9452,156391,Higher education careers adviser,1968-02-09,2ef802d93eb5b70b1a40373d4522943c,1357598925,25.8555,-81.035613,1
1051063,2020-03-11 20:57:50,3589289942931264,"fraud_Koss, Hansen and Lueilwitz",home,243.63,Paula,Estrada,F,350 Stacy Glens,Spencer,SD,57374,43.7557,-97.5936,343,"Development worker, international aid",1972-03-05,6c8e3d9572d57e424643e157d29b4554,1363035470,42.868053,-98.282839,1
300056,2019-05-26 16:28:57,213112402583773,fraud_Lemke-Gutmann,shopping_net,452.35,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,c9b428ceac6e181fc1cbd278693b91ff,1338049737,33.11103,-82.744187,0
1097474,2020-03-31 22:39:33,3592325941359225,fraud_Haley Group,misc_pos,8.75,Ashley,Robinson,F,1007 Colton Forks,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,1935-08-15,5b5a1d018488205611b116454ed7e907,1364769573,38.018817,-78.14914300000001,1
568584,2019-08-30 05:45:40,375767678113375,fraud_Murray-Smitham,grocery_pos,312.6,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,019c9fca426484039e588ba93f7b2f97,1346305540,39.507422,-78.018677,1
1220624,2020-05-25 12:00:48,213186334552049,fraud_Jast and Sons,food_dining,96.74,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,e852fcb3a777cbba77928a3f01c93130,1369483248,42.744417,-79.545526,1
6094,2019-01-04 22:01:20,30030380240193,fraud_Crooks and Sons,personal_care,71.59,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,9f600860d23c305c5b3230f7ee2893b9,1325714480,29.513696000000003,-99.088707,0
362088,2020-11-08 23:42:16,2475085306462014,fraud_Rempel Inc,shopping_net,965.58,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,48f5b1ba10571153e5c9d44a04c82368,1383954136,44.768283,-95.633459,1
370620,2019-06-20 22:15:15,2248348993063230,fraud_Pacocha-Bauch,shopping_pos,872.27,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,f9bf0a73a45dd5053ae3436e999dbb41,1340230515,40.788008000000005,-80.865948,1
514355,2019-08-10 23:23:14,3500969075198072,fraud_Macejkovic-Lesch,shopping_pos,1133.39,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,8c5487fd6a092f6c352c04622ec51b02,1344640994,46.716521,-116.414628,1
1066945,2020-03-18 17:55:58,4745996322265,"fraud_Douglas, Schneider and Turner",shopping_pos,154.57,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,30be674dfc4e783dcb785e6623b64d43,1363629358,42.377876,-87.416446,0
423549,2019-07-08 23:47:08,3565196229855512,fraud_Schmitt Ltd,misc_net,716.27,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,f4c36b68d2ec43e8bf68de474007887b,1341791228,40.617341,-91.99891,1
356615,2019-06-15 23:22:55,30118423745458,fraud_Conroy Ltd,shopping_pos,826.66,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,1993-04-29,37987dcea339aaac6f9b6e4c69385bb9,1339802575,39.530498,-73.377756,1
772133,2019-11-26 11:56:54,4926376199189801,"fraud_Tillman, Dickinson and Labadie",gas_transport,8.09,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,6ab003b7e2aaa3a684095502ed560eb4,1353931014,35.918095,-92.005912,1
978982,2020-02-01 22:29:18,343668971234893,"fraud_Goyette, Howell and Collier",shopping_pos,1013.79,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,f7e966bcdcd91cdd6f923efefcf5e6bc,1359757758,34.800103,-80.802527,1
98016,2019-02-26 22:54:34,4788103653396,"fraud_Zboncak, Rowe and Murazik",shopping_net,1041.68,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,0fdf95e5a787055094c7915b65c54edc,1330296874,39.963109,-83.545662,1
646026,2019-10-01 23:05:03,346208242862904,fraud_Heathcote LLC,shopping_net,961.46,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280,40.7105,-74.0163,1577385,"Pharmacist, hospital",1961-05-13,b2347434f917d74660964b2d19ceb103,1349132703,41.189913,-73.092529,1
272852,2019-05-14 23:49:37,3575540972310993,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1015.2,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,6efcfb356796bc27ece5b20fec453bdc,1337039377,34.55069,-89.981414,1
395136,2020-11-23 11:14:00,4550599031376731,"fraud_Kerluke, Considine and Macejkovic",misc_net,13.22,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,b987aae2edbb2719c56308fbede8cb6f,1385205240,40.946489,-82.390748,0
23672,2019-01-14 20:19:07,4789911625179723,fraud_Kozey-Kuhlman,personal_care,22.22,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,1e5a1942d6ad9dff5c3bb3dca5210d14,1326572347,41.561246,-72.498305,1
771353,2019-11-25 22:41:26,3598895972308782,fraud_Bechtelar-Rippin,food_dining,127.81,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1970-02-22,94f80338f56e539310f84c10c9c11fa8,1353883286,41.226756,-83.475536,1
9335,2019-01-06 20:41:10,371034293500716,"fraud_Runolfsdottir, Mueller and Hand",entertainment,84.25,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,2a7db67b9302a08089684500374b24f1,1325882470,40.555013,-120.717143,0
799440,2019-12-04 01:51:12,213141712584544,fraud_Stoltenberg-Beatty,shopping_pos,673.33,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,c529fa6e5f6f7399965069337f01ee57,1354585872,31.638005,-90.773578,1
644492,2019-09-30 23:15:44,3502377050801561,fraud_Fisher-Schowalter,shopping_net,935.71,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,98f0f2afeca890a059e88686c1ad75a2,1349046944,30.038979,-96.359373,1
987681,2020-02-07 01:48:37,3598304579370089,"fraud_Lockman, West and Runte",grocery_pos,287.52,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,931a9413c69f5780545e1cf0cf6abf25,1360201717,37.957717,-97.231941,1
1136911,2020-04-19 03:10:10,4874006077381178,fraud_Doyle Ltd,grocery_pos,86.29,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,416847ba2a97c4dc5f3fda4e23a3da4f,1366341010,41.937031,-91.126096,0
600804,2019-09-12 12:49:41,4683638447911,fraud_Bogisich-Homenick,misc_net,909.75,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1972-07-01,68f2b98cba5c4ae6b7ff3f701d0cdc69,1347454181,30.624785,-91.516167,1
1269915,2020-06-11 17:01:48,4710826438164847414,fraud_Romaguera Ltd,health_fitness,9.77,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,bd11ad8dfd7af55ce1f7dec28ecba8bc,1370970108,48.595946000000005,-107.91464,0
737008,2019-11-11 00:03:14,4826655832045236,"fraud_Goldner, Kovacek and Abbott",grocery_pos,320.57,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,e8c71a9c725da45a90c5125f7a87c0ee,1352592194,42.654079,-70.109373,1
52435,2019-01-31 22:45:22,3575789281659026,"fraud_Nicolas, Hills and McGlynn",entertainment,424.38,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,0cf8188a67c793946059ea8d76e29521,1328049922,39.081379,-93.845355,1
64712,2019-02-08 01:11:57,180017442990269,fraud_Cole PLC,grocery_pos,282.12,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,1c11a1a91965e2410a5cfdb38f7218d7,1328663517,43.211087,-73.696975,1
1065726,2020-03-17 22:59:39,3565414434959494,fraud_Medhurst PLC,shopping_net,1080.63,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1967-03-12,d7584da766c27e2595498502d596dee5,1363561179,39.249842,-87.495352,1
841787,2019-12-14 01:28:49,630471368021,"fraud_Moen, Reinger and Murphy",grocery_pos,299.33,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,53991f5584ce4bf7ade0885d7d226990,1355448529,35.980221,-88.482625,1
1033723,2020-03-03 23:45:47,4379260813815979609,fraud_Price Inc,shopping_net,1033.53,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,6dda34eea612b529ec90ca52ae36f449,1362354347,38.17295,-121.908292,1
478384,2019-07-28 22:04:59,3523898249167098,"fraud_Kihn, Abernathy and Douglas",shopping_net,1039.92,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,98c336dcacb8410401393d382b59deef,1343513099,41.334901,-74.189494,1
233631,2019-04-28 00:41:37,6011826317034777,fraud_Schamberger-O'Keefe,grocery_pos,294.91,Christine,Johnson,F,9612 Robert Light Apt. 340,Georgetown,DE,19947,38.679,-75.3932,18799,"Designer, multimedia",2000-03-16,8f85e701f609911b99bea627eb71aa49,1335573697,38.166715,-75.02336700000001,1
1074155,2020-03-22 14:07:33,4777065439639721,"fraud_Tillman, Fritsch and Schmitt",misc_net,818.13,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,1987-04-24,e4b4831553b583154e0185f119f86b4c,1363961253,40.520623,-74.73004499999999,1
1221183,2020-05-25 14:41:13,2706977570537524,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1123.86,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,1978-12-18,9e165738a9ff0d4f476fb45d5e64aa17,1369492873,39.331855,-81.724923,1
229002,2019-04-26 00:08:53,378278619832195,fraud_Bogisich Inc,grocery_pos,309.33,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,4a3e42e51c859ac8bd2ce3c6325f7ec4,1335398933,43.099765000000005,-123.487268,1
828043,2019-12-10 01:47:39,3512365128314616,"fraud_Christiansen, Goyette and Schamberger",gas_transport,67.7,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,159e225219397a29521fbe8a7794234d,1355104059,38.450233,-90.030331,0
685953,2019-10-19 23:23:34,4561546772499,fraud_Boyer PLC,shopping_net,1105.82,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,62d509c1a41047b10cced1328a241969,1350689014,34.546454,-106.901401,1
886524,2019-12-23 09:51:24,4342532437704183,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,39.02,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,6f117e05d4523d72ede453136c0f7545,1356256284,42.252683000000005,-76.864288,0
898465,2019-12-26 13:37:41,3538520143479972,fraud_Bernier and Sons,kids_pets,4.53,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,8fa1faab3d8bbd41c84d6bfdfa75b150,1356529061,42.177595,-83.675375,0
1154193,2020-04-26 17:26:45,213156747557083,fraud_Medhurst Inc,home,42.75,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,6865d0411e2f30e87bcf5a817fdabbc2,1366997205,34.579459,-117.963983,0
204851,2019-04-14 22:56:39,3548710338694745,fraud_Volkman PLC,food_dining,103.9,Michael,Rivera,M,731 Watson Spring,Granbury,TX,76048,32.425,-97.7742,47119,"Editor, film/video",1965-08-18,d04d893d47ec286a5a83e3048bd008e5,1334444199,32.034711,-98.711275,1
267000,2019-05-12 15:47:10,3533742182628021,"fraud_Ruecker, Beer and Collier",shopping_net,892.48,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,0f4169b9da7d62ab04e1a67d7b261dd2,1336837630,33.289518,-79.000376,1
297502,2020-10-11 17:53:03,4364010865167176,fraud_Carroll PLC,health_fitness,167.09,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,c5b496d48ab53224773179a3e895e38c,1381513983,40.255421000000005,-119.62188799999998,0
252257,2019-05-05 22:36:19,213186880359195,fraud_Rempel Inc,shopping_net,936.54,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477,40.4855,-90.2856,631,Futures trader,1973-02-14,4a21b73eae07c0fb2997f2177ccc1726,1336257379,40.156621,-89.608416,1
663591,2019-10-09 23:00:00,36153880429415,fraud_Pfeffer and Sons,shopping_pos,880.92,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,1949-10-13,d50edb139cef5c949be7e872fb74ae70,1349823600,27.999009,-81.33939000000001,1
1288393,2020-06-17 22:48:39,342319985983023,"fraud_Weimann, Kuhic and Beahan",shopping_pos,766.4,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,78c934f27b5fdceef1a5c8df672e3f9a,1371509319,41.202656,-74.585576,1
800719,2019-12-04 13:03:22,6011231546538393,"fraud_Crist, Jakubowski and Littel",home,36.24,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,513fe087e75b9b62bdc6856b176dcdf0,1354626202,40.461879,-74.950286,0
129233,2020-08-04 22:09:56,4725673654161314,fraud_Kunze Inc,grocery_pos,330.62,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,11957,41.1437,-72.2879,743,Video editor,1968-09-19,a824f7a50d3e610e2de5855d69f2c7fc,1375654196,40.817996,-72.66471999999999,1
646172,2019-10-02 01:12:29,3599237318576484,fraud_Rutherford-Mertz,grocery_pos,346.6,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,1932-11-19,a7f4c5d449baab4e89679b533428cc28,1349140349,37.014349,-85.12245300000001,1
981824,2020-02-03 03:55:23,4102003771126577611,fraud_Koss and Sons,gas_transport,70.43,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,d06b4fc84c36babb601111aaf7f3dcfc,1359863723,32.534633,-98.148711,0
258250,2020-09-24 00:10:32,676369110710,fraud_O'Keefe-Hudson,grocery_pos,301.37,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,506d96b33a585f7b79ff6d0ffb9c57cd,1379981432,42.516215,-83.93019699999999,1
90729,2019-02-23 14:14:00,6011893664860915,fraud_Larson-Moen,entertainment,235.76,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,8445ce6788b410e4304441b2adcb30cc,1330006440,39.806023,-104.233067,0
118085,2019-03-07 22:47:02,30491348102802,fraud_Terry Ltd,home,22.52,Tommy,Dixon,M,8829 Steele Station,Dresden,KS,67635,39.6094,-100.4112,169,"Librarian, public",1953-07-30,08a070dde0035695dbbe609c2d0fbe82,1331160422,38.624576,-100.107137,0
160310,2019-03-25 22:25:51,4585132874641,fraud_Fadel-Hilpert,health_fitness,26.13,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,0317ce7c272b6f2b6fc455502142d043,1332714351,40.322873,-93.662674,1
737710,2019-11-11 07:19:40,4390966588600992777,"fraud_Heller, Gutmann and Zieme",grocery_pos,294.87,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,7a51bce7ba71f4cc52dd6d9c96222190,1352618380,34.967231,-98.053195,1
207225,2020-09-01 17:13:54,4861310130652566408,fraud_Bahringer-Streich,food_dining,53.79,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,5ebff61812bc6717326217def28916c0,1378055634,30.741567,-90.642866,0
250631,2019-05-05 12:33:40,4653879239169997,fraud_Terry-Huel,shopping_net,2.23,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,945a88320619ba0987ba47dfeea2e6c1,1336221220,37.876221,-85.891818,0
863413,2019-12-18 10:12:18,4294930380592,fraud_Kuvalis Ltd,gas_transport,80.64,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,414b80fc09ad6eb4e2ed4a559182fce4,1355825538,37.951441,-80.936164,0
26397,2020-06-30 01:40:26,4761403817546679245,"fraud_Langworth, Boehm and Gulgowski",shopping_net,829.4,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,1986-05-02,dbab11d6b66735e14dffaf08b5601ad8,1372556426,35.582421999999994,-91.611369,1
98035,2020-07-25 20:02:48,6011917798331152,fraud_Friesen Ltd,health_fitness,138.29,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,3cb09e74702bea2250e3942d0e46935a,1374782568,44.169288,-73.316776,0
